player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,season_start,era,is_international,efficiency,efficiency_score,minutes,cap_value_usd,tier
Jarrett Culver,ATL,24.0,198.12,88.45044,Texas Tech,USA,2019.0,1.0,6.0,10,4.4,3.8,0.6,-5.7,0.065,0.2189999999999999,0.1639999999999999,0.452,0.055,2022-23,2022,Modern (19+),False,3.9776,7.48,25.0,7374325.575490075,ROTATION
Jarrell Brantley,UTA,27.0,195.58,113.398,College of Charleston,USA,2019.0,2.0,50.0,4,5.5,1.5,0.8,16.2,0.02,0.093,0.172,0.7390000000000001,0.125,2022-23,2022,Modern (19+),False,5.764200000000001,7.109999999999999,25.0,7332187.499999998,ROTATION
Jordan McLaughlin,MIN,27.0,182.88,83.91452,Southern California,USA,,,,43,3.7,1.4,3.4,5.8,0.022,0.065,0.1119999999999999,0.526,0.264,2022-23,2022,Modern (19+),False,4.471,7.06,25.0,7280625.0,ROTATION
Goga Bitadze,ORL,23.0,210.82,113.398,,Georgia,2019.0,1.0,18.0,38,4.4,3.6,1.0,3.7,0.123,0.1669999999999999,0.147,0.5820000000000001,0.122,2022-23,2022,Modern (19+),True,5.238,7.62,25.0,7253963.639449484,ROTATION
Derrick Jones Jr.,CHI,26.0,198.12,95.25432,UNLV,USA,,,,64,5.0,2.4,0.5,6.7,0.069,0.098,0.138,0.597,0.052,2022-23,2022,Modern (19+),False,4.7163,7.029999999999999,25.0,7213529.532747197,ROTATION
James Bouknight,CHA,22.0,193.04,86.18248,Connecticut,USA,2021.0,1.0,11.0,34,5.6,2.1,1.2,-8.3,0.015,0.1159999999999999,0.192,0.4629999999999999,0.1169999999999999,2022-23,2022,Modern (19+),False,4.1206999999999985,7.909999999999999,25.0,7198692.7025517775,ROTATION
Jeff Green,DEN,36.0,203.2,106.59412,Georgetown,USA,2007.0,1.0,5.0,56,7.8,2.6,1.2,-8.0,0.035,0.096,0.1669999999999999,0.5760000000000001,0.095,2022-23,2022,Modern (19+),False,6.6816,10.459999999999999,25.0,7194595.486629005,ROTATION
Sam Merrill,CLE,27.0,193.04,92.98636,Utah State,USA,2020.0,2.0,60.0,5,5.0,1.8,1.0,-3.3,0.0,0.1669999999999999,0.177,0.546,0.143,2022-23,2022,Modern (19+),False,4.2588,6.96,25.0,7177499.999999999,ROTATION
Meyers Leonard,MIL,31.0,213.36,117.93392,Illinois,USA,2012.0,1.0,11.0,9,4.8,3.8,0.1,-12.5,0.103,0.195,0.14,0.652,0.012,2022-23,2022,Modern (19+),False,5.6724,7.529999999999999,25.0,7168286.903550472,ROTATION
Xavier Cooks,WAS,27.0,203.2,83.007336,Winthrop,Australia,,,,10,3.8,3.8,0.6,7.4,0.113,0.152,0.127,0.586,0.061,2022-23,2022,Modern (19+),True,4.805199999999999,6.879999999999999,25.0,7094999.999999998,ROTATION
Jaxson Hayes,NOP,23.0,213.36,99.79024,Texas,USA,2019.0,1.0,8.0,47,5.0,2.8,0.7,-5.4,0.0579999999999999,0.153,0.149,0.605,0.088,2022-23,2022,Modern (19+),False,5.1425,7.45,25.0,7092129.804973574,ROTATION
Day'Ron Sharpe,BKN,21.0,205.74,120.20188,North Carolina,USA,2021.0,1.0,29.0,48,4.7,4.2,0.8,-8.8,0.168,0.19,0.173,0.581,0.099,2022-23,2022,Modern (19+),False,5.6357,8.200000000000001,25.0,7063253.725246569,ROTATION
Paul Reed,PHI,24.0,205.74,95.25432,DePaul,USA,2020.0,2.0,58.0,69,4.2,3.8,0.4,-0.4,0.147,0.207,0.152,0.62,0.051,2022-23,2022,Modern (19+),False,5.208,7.14,25.0,7039128.958422343,ROTATION
Lindy Waters III,OKC,25.0,198.12,95.25432,Oklahoma State,USA,,,,41,5.2,1.8,0.7,10.5,0.0279999999999999,0.103,0.148,0.573,0.071,2022-23,2022,Modern (19+),False,4.4121,6.95,25.0,7025267.67884076,ROTATION
Dewayne Dedmon,PHI,33.0,208.28,111.13004,Southern California,USA,,,,38,5.2,3.5,0.7,-10.6,0.075,0.231,0.195,0.5770000000000001,0.108,2022-23,2022,Modern (19+),False,5.4238,8.14,25.0,7011571.3809154965,ROTATION
Johnny Davis,WAS,21.0,193.04,88.45044,Wisconsin,USA,2022.0,1.0,10.0,28,5.8,2.3,1.0,-6.2,0.02,0.125,0.192,0.446,0.1,2022-23,2022,Modern (19+),False,4.0586,8.11,25.0,6985730.208749959,BENCH
Brandon Boston Jr.,LAC,21.0,198.12,85.275296,Kentucky,USA,2021.0,2.0,51.0,22,6.5,1.4,0.9,-7.7,0.024,0.098,0.237,0.515,0.129,2022-23,2022,Modern (19+),False,4.532000000000001,8.11,25.0,6985730.208749959,BENCH
Jericho Sims,NYK,24.0,208.28,113.398,Texas,USA,2021.0,2.0,58.0,52,3.4,4.7,0.5,-6.7,0.1169999999999999,0.175,0.074,0.78,0.044,2022-23,2022,Modern (19+),False,6.708,7.039999999999999,25.0,6940541.718108305,BENCH
Jared Butler,OKC,22.0,190.5,87.543256,Baylor,USA,2021.0,2.0,40.0,6,6.2,0.7,1.3,2.6,0.013,0.034,0.208,0.578,0.16,2022-23,2022,Modern (19+),False,4.7396,7.6000000000000005,25.0,6916569.474006767,BENCH
Austin Rivers,MIN,30.0,193.04,90.7184,Duke,USA,2012.0,1.0,10.0,52,4.9,1.6,1.4,-4.9,0.005,0.078,0.104,0.564,0.095,2022-23,2022,Modern (19+),False,4.4556,7.0,25.0,6901106.821982689,BENCH
Bruno Fernando,ATL,24.0,208.28,108.86208,Maryland,Angola,2019.0,2.0,34.0,39,3.9,3.5,0.8,-8.9,0.123,0.19,0.159,0.5710000000000001,0.1169999999999999,2022-23,2022,Modern (19+),True,4.682200000000001,6.909999999999999,25.0,6812378.305700055,BENCH
McKinley Wright IV,DAL,24.0,180.34,87.089664,Colorado,USA,,,,27,4.2,1.7,2.1,-14.9,0.026,0.109,0.16,0.536,0.275,2022-23,2022,Modern (19+),False,4.288,6.86,25.0,6763084.685543037,BENCH
Moses Brown,BKN,23.0,218.44,111.13004,UCLA,USA,,,,36,4.3,3.9,0.1,3.5,0.165,0.262,0.188,0.607,0.021,2022-23,2022,Modern (19+),False,5.038099999999999,7.1,25.0,6758942.498699648,BENCH
Blake Wesley,SAS,20.0,193.04,83.91452,Notre Dame,USA,2022.0,1.0,25.0,37,5.0,2.2,2.6,-13.4,0.016,0.1009999999999999,0.18,0.3929999999999999,0.201,2022-23,2022,Modern (19+),False,3.8513999999999995,8.36,25.0,6747891.500317706,BENCH
Ziaire Williams,MEM,21.0,205.74,83.91452,Stanford,USA,2021.0,1.0,10.0,37,5.7,2.1,0.9,-5.2,0.0279999999999999,0.105,0.178,0.511,0.086,2022-23,2022,Modern (19+),False,4.4457,7.8,25.0,6718704.763039418,BENCH
Isaiah Roby,NYK,25.0,203.2,104.32616,Nebraska,USA,2019.0,2.0,45.0,42,4.1,2.6,0.9,-10.4,0.04,0.188,0.173,0.497,0.114,2022-23,2022,Modern (19+),False,3.7771999999999997,6.55,25.0,6620935.7261017235,BENCH
Ish Wainright,PHX,28.0,195.58,113.398,Baylor,USA,,,,60,4.2,2.3,0.9,6.1,0.045,0.0969999999999999,0.1169999999999999,0.522,0.075,2022-23,2022,Modern (19+),False,3.8628000000000005,6.44,25.0,6608126.627438401,BENCH
Luke Kornet,BOS,27.0,218.44,113.398,Vanderbilt,USA,,,,69,3.8,2.9,0.8,3.9,0.106,0.125,0.111,0.6970000000000001,0.093,2022-23,2022,Modern (19+),False,5.2275,6.39,25.0,6589687.500000001,BENCH
Zeke Nnaji,DEN,22.0,205.74,108.86208,Arizona,USA,2020.0,1.0,22.0,53,5.2,2.6,0.3,-5.9,0.087,0.099,0.149,0.62,0.04,2022-23,2022,Modern (19+),False,5.022000000000001,7.2299999999999995,25.0,6579841.749614333,BENCH
Olivier Sarr,OKC,24.0,210.82,108.86208,Kentucky,France,,,,9,4.0,3.4,0.4,6.8,0.09,0.147,0.13,0.544,0.048,2022-23,2022,Modern (19+),True,4.243200000000001,6.66,25.0,6565910.204914959,BENCH
Malachi Flynn,TOR,25.0,185.42,79.3786,San Diego State,USA,2020.0,1.0,29.0,53,4.6,1.4,1.3,-3.5,0.019,0.0969999999999999,0.168,0.479,0.145,2022-23,2022,Modern (19+),False,3.4966999999999997,6.489999999999999,25.0,6560285.933190866,BENCH
Gorgui Dieng,SAS,33.0,208.28,112.490816,Louisville,Senegal,2013.0,1.0,21.0,31,3.9,3.5,1.7,-18.6,0.063,0.22,0.177,0.493,0.221,2022-23,2022,Modern (19+),True,4.4863,7.539999999999999,25.0,6494747.937604772,BENCH
Orlando Robinson,MIA,22.0,208.28,106.59412,Fresno State,USA,,,,31,3.7,4.1,0.8,3.8,0.108,0.201,0.1159999999999999,0.565,0.086,2022-23,2022,Modern (19+),False,4.858999999999999,7.13,25.0,6488834.2565352945,BENCH
MarJon Beauchamp,MIL,22.0,200.66,90.264808,,USA,2022.0,1.0,24.0,52,5.1,2.2,0.7,-7.2,0.05,0.103,0.175,0.513,0.072,2022-23,2022,Modern (19+),False,4.104,7.13,25.0,6488834.2565352945,BENCH
Danuel House Jr.,PHI,30.0,198.12,99.79024,Texas A&M,USA,,,,56,4.8,1.7,0.8,0.3,0.012,0.107,0.133,0.6,0.074,2022-23,2022,Modern (19+),False,4.38,6.55,25.0,6457464.240569516,BENCH
Omer Yurtseven,MIA,25.0,210.82,124.7378,Georgetown,Turkey,,,,9,4.4,2.6,0.2,1.7,0.089,0.179,0.159,0.675,0.035,2022-23,2022,Modern (19+),True,4.86,6.36,25.0,6428878.048550682,BENCH
Patty Mills,BKN,34.0,182.88,81.64656,St. Mary's,Australia,2009.0,2.0,55.0,40,6.2,1.1,1.4,-5.8,0.0139999999999999,0.062,0.182,0.5539999999999999,0.136,2022-23,2022,Modern (19+),True,4.8198,7.95,25.0,6416954.237742315,BENCH
Derrick Rose,NYK,34.0,190.5,90.7184,Memphis,USA,2008.0,1.0,1.0,27,5.6,1.5,1.7,-3.5,0.022,0.0819999999999999,0.22,0.4629999999999999,0.208,2022-23,2022,Modern (19+),False,4.074399999999999,7.84,25.0,6328166.191685502,BENCH
Josh Christopher,HOU,21.0,193.04,97.52228,Arizona State,USA,2021.0,1.0,24.0,64,5.8,1.1,1.1,-13.9,0.024,0.068,0.215,0.523,0.149,2022-23,2022,Modern (19+),False,4.184,7.34,25.0,6322473.456501198,BENCH
Christian Braun,DEN,22.0,198.12,99.79024,Kansas,USA,2022.0,1.0,21.0,76,4.7,2.4,0.8,-4.3,0.042,0.1119999999999999,0.127,0.568,0.07,2022-23,2022,Modern (19+),False,4.4872,6.9399999999999995,25.0,6315920.019685126,BENCH
Blake Griffin,BOS,34.0,205.74,113.398,Oklahoma,USA,2009.0,1.0,1.0,41,4.1,3.8,1.5,9.9,0.079,0.195,0.125,0.59,0.142,2022-23,2022,Modern (19+),False,5.5459999999999985,7.81,25.0,6303951.270033645,BENCH
Garrison Mathews,ATL,26.0,198.12,97.52228,Lipscomb,USA,,,,54,4.8,1.4,0.5,-6.4,0.0139999999999999,0.0819999999999999,0.139,0.573,0.057,2022-23,2022,Modern (19+),False,3.8390999999999993,6.129999999999999,25.0,6290033.57549649,BENCH
Xavier Sneed,CHA,25.0,195.58,97.52228,Kansas State,USA,,,,4,4.3,1.3,1.3,-24.8,0.0,0.085,0.136,0.723,0.1669999999999999,2022-23,2022,Modern (19+),False,4.9887,6.12,25.0,6186278.876907258,BENCH
Dalano Banton,TOR,23.0,200.66,92.532768,Nebraska,Canada,2021.0,2.0,46.0,31,4.6,1.5,1.2,-6.5,0.036,0.13,0.2289999999999999,0.505,0.2019999999999999,2022-23,2022,Modern (19+),True,3.6865,6.489999999999999,25.0,6178244.622050804,BENCH
Dyson Daniels,NOP,20.0,200.66,90.264808,,Australia,2022.0,1.0,8.0,59,3.8,3.2,2.3,0.4,0.035,0.14,0.113,0.503,0.172,2022-23,2022,Modern (19+),True,4.6779,7.649999999999999,25.0,6174805.021223736,BENCH
Michael Carter-Williams,ORL,31.0,195.58,86.18248,Syracuse,USA,2013.0,1.0,11.0,4,4.3,1.3,1.8,-32.4,0.021,0.125,0.191,0.498,0.28,2022-23,2022,Modern (19+),False,3.6851999999999996,6.47,25.0,6159205.34740658,BENCH
Ousmane Dieng,OKC,20.0,205.74,83.91452,,France,2022.0,1.0,11.0,39,4.9,2.7,1.2,2.9,0.03,0.141,0.154,0.505,0.108,2022-23,2022,Modern (19+),True,4.444000000000001,7.63,25.0,6158661.7401225,BENCH
Matisse Thybulle,POR,26.0,195.58,91.171992,Washington,USA,2019.0,1.0,20.0,71,4.1,2.0,0.7,-0.5,0.032,0.085,0.102,0.552,0.059,2022-23,2022,Modern (19+),False,3.7536,5.99,25.0,6146378.6488130465,BENCH
Admiral Schofield,ORL,26.0,195.58,109.315672,Tennessee,United Kingdom,2019.0,2.0,42.0,37,4.2,1.7,0.8,-8.3,0.047,0.092,0.139,0.5870000000000001,0.103,2022-23,2022,Modern (19+),True,3.9329000000000005,5.95,25.0,6105334.38404635,BENCH
Bryce McGowens,CHA,20.0,198.12,79.3786,Nebraska,USA,2022.0,2.0,40.0,46,5.3,2.0,1.2,-9.7,0.025,0.088,0.147,0.519,0.098,2022-23,2022,Modern (19+),False,4.4115,7.539999999999999,25.0,6086016.975166925,BENCH
Kevon Harris,ORL,26.0,198.12,97.975872,Stephen F. Austin,USA,,,,34,4.1,2.1,0.5,0.3,0.057,0.092,0.129,0.564,0.049,2022-23,2022,Modern (19+),False,3.778799999999999,5.919999999999999,25.0,6074551.185471324,BENCH
Damian Jones,UTA,28.0,210.82,111.13004,Vanderbilt,USA,2016.0,1.0,30.0,41,3.5,3.0,0.4,-9.0,0.078,0.152,0.102,0.7190000000000001,0.044,2022-23,2022,Modern (19+),False,4.961100000000001,5.88,25.0,6033506.920704627,BENCH
Johnny Juzang,UTA,22.0,198.12,94.800728,UCLA,USA,,,,18,4.8,2.2,0.4,-17.7,0.0289999999999999,0.122,0.187,0.411,0.051,2022-23,2022,Modern (19+),False,3.0414,6.62,25.0,6024696.04183221,BENCH
Nikola Jovic,MIA,20.0,208.28,92.98636,,Serbia,2022.0,1.0,27.0,15,5.5,2.1,0.7,-3.5,0.043,0.119,0.185,0.53,0.076,2022-23,2022,Modern (19+),True,4.399,7.46,25.0,6021443.850761971,BENCH
Aaron Holiday,ATL,26.0,182.88,83.91452,UCLA,USA,2018.0,1.0,23.0,63,3.9,1.2,1.4,0.9,0.0279999999999999,0.059,0.129,0.528,0.135,2022-23,2022,Modern (19+),False,3.4320000000000004,5.72,25.0,5869329.861637834,BENCH
TyTy Washington Jr.,HOU,21.0,190.5,88.45044,Kentucky,USA,2022.0,1.0,29.0,31,4.7,1.5,1.5,-6.1,0.004,0.099,0.17,0.432,0.152,2022-23,2022,Modern (19+),False,3.3264,6.8,25.0,5857332.357521545,BENCH
Daishen Nix,HOU,21.0,193.04,102.511792,,USA,,,,57,4.0,1.7,2.3,-8.2,0.018,0.091,0.149,0.447,0.191,2022-23,2022,Modern (19+),False,3.576,6.799999999999999,25.0,5857332.357521544,BENCH
Udoka Azubuike,UTA,23.0,210.82,122.46984,Kansas,Nigeria,2020.0,1.0,27.0,36,3.5,3.3,0.3,-11.7,0.0819999999999999,0.2239999999999999,0.113,0.774,0.043,2022-23,2022,Modern (19+),True,5.4954,6.02,25.0,5730821.667911532,BENCH
Davis Bertans,DAL,30.0,208.28,102.0582,,Latvia,2011.0,2.0,42.0,45,4.6,1.2,0.5,-4.3,0.02,0.086,0.155,0.618,0.065,2022-23,2022,Modern (19+),True,3.8933999999999997,5.789999999999999,25.0,5708201.214182825,BENCH
Goran Dragic,MIL,37.0,193.04,86.18248,,Slovenia,2008.0,2.0,45.0,58,6.3,1.4,2.6,-0.6,0.018,0.075,0.198,0.514,0.237,2022-23,2022,Modern (19+),True,5.2942,9.1,25.0,5691911.159740743,BENCH
Dominick Barlow,SAS,20.0,205.74,97.52228,,USA,,,,28,3.9,3.6,0.9,-10.7,0.1,0.131,0.107,0.5670000000000001,0.079,2022-23,2022,Modern (19+),False,4.7628,7.05,25.0,5690506.588186582,BENCH
Kenneth Lofton Jr.,MEM,20.0,198.12,124.7378,Louisiana Tech,USA,,,,24,5.0,2.1,0.8,-13.4,0.0969999999999999,0.198,0.267,0.5720000000000001,0.198,2022-23,2022,Modern (19+),False,4.518800000000001,7.029999999999999,25.0,5674363.307085343,BENCH
Thaddeus Young,TOR,35.0,203.2,106.59412,Georgia Tech,USA,2007.0,1.0,12.0,54,4.4,3.1,1.4,-5.6,0.083,0.136,0.131,0.573,0.133,2022-23,2022,Modern (19+),False,5.0996999999999995,7.55,25.0,5653751.01834094,BENCH
Moses Moody,GSW,21.0,195.58,95.707912,Arkansas,USA,2021.0,1.0,14.0,63,4.8,1.7,0.8,-0.6,0.034,0.091,0.141,0.603,0.085,2022-23,2022,Modern (19+),False,4.4018999999999995,6.55,25.0,5641989.256142076,BENCH
Keon Johnson,POR,21.0,190.5,83.91452,Tennessee,USA,2021.0,1.0,21.0,40,4.7,1.1,1.5,-16.2,0.025,0.086,0.237,0.482,0.226,2022-23,2022,Modern (19+),False,3.5186,6.5200000000000005,25.0,5616148.08397654,BENCH
Usman Garuba,HOU,21.0,203.2,103.872568,,Spain,2021.0,1.0,23.0,75,3.0,4.1,0.9,-12.2,0.11,0.1939999999999999,0.099,0.569,0.096,2022-23,2022,Modern (19+),True,4.552,6.499999999999999,25.0,5598920.635866182,BENCH
Kira Lewis Jr.,NOP,22.0,185.42,77.11064,Alabama,USA,2020.0,1.0,13.0,25,4.6,1.3,0.9,11.2,0.021,0.109,0.192,0.584,0.1369999999999999,2022-23,2022,Modern (19+),False,3.9711999999999996,6.14,25.0,5587860.075052834,BENCH
Juancho Hernangomez,TOR,27.0,205.74,97.068688,,Spain,2016.0,1.0,15.0,42,2.9,2.9,0.6,0.5,0.042,0.1689999999999999,0.092,0.504,0.051,2022-23,2022,Modern (19+),True,3.2255999999999996,5.35,25.0,5517187.499999999,BENCH
Juan Toscano-Anderson,UTA,30.0,198.12,94.800728,Marquette,USA,,,,52,3.0,2.4,1.3,-9.9,0.037,0.128,0.109,0.505,0.122,2022-23,2022,Modern (19+),False,3.3835,5.59,25.0,5511026.733554748,BENCH
Micah Potter,UTA,25.0,203.2,112.490816,Wisconsin,USA,,,,7,3.4,2.3,0.6,-4.2,0.046,0.22,0.121,0.8,0.133,2022-23,2022,Modern (19+),False,5.039999999999999,5.43,25.0,5488806.25843242,BENCH
AJ Green,MIL,23.0,195.58,86.18248,Northern Iowa,USA,,,,35,4.4,1.3,0.6,-4.9,0.016,0.105,0.159,0.607,0.092,2022-23,2022,Modern (19+),False,3.8240999999999996,5.73,25.0,5454752.18557028,BENCH
Rudy Gay,UTA,36.0,203.2,113.398,Connecticut,USA,2006.0,1.0,8.0,56,5.2,2.9,1.0,2.9,0.038,0.148,0.174,0.473,0.095,2022-23,2022,Modern (19+),False,4.3043,7.930000000000001,25.0,5454411.3010485675,BENCH
Trevelin Queen,IND,26.0,198.12,86.18248,New Mexico State,USA,,,,7,3.0,2.4,0.9,9.2,0.086,0.138,0.1939999999999999,0.337,0.109,2022-23,2022,Modern (19+),False,2.1231000000000004,5.31,25.0,5448626.147779178,BENCH
Serge Ibaka,MIL,33.0,210.82,106.59412,,Democratic Republic of the Congo,2008.0,1.0,24.0,16,4.1,2.8,0.3,-6.5,0.073,0.153,0.159,0.5529999999999999,0.036,2022-23,2022,Modern (19+),True,3.9815999999999994,6.27,25.0,5400804.982597071,BENCH
Christian Koloko,TOR,23.0,213.36,104.32616,Arizona,Cameroon,2022.0,2.0,33.0,58,3.1,2.9,0.5,9.0,0.094,0.11,0.1,0.517,0.05,2022-23,2022,Modern (19+),True,3.3605,5.4799999999999995,25.0,5216761.252517475,BENCH
Dru Smith,BKN,25.0,190.5,92.079176,Missouri,USA,,,,15,2.9,1.6,1.5,-8.8,0.012,0.132,0.133,0.475,0.206,2022-23,2022,Modern (19+),False,2.8499999999999996,5.069999999999999,25.0,5124907.500967287,BENCH
Jason Preston,LAC,23.0,190.5,82.10015200000001,Ohio,USA,2021.0,2.0,33.0,14,2.9,1.6,1.9,-1.6,0.0139999999999999,0.175,0.166,0.489,0.307,2022-23,2022,Modern (19+),False,3.1296,5.35,25.0,5093005.967330016,BENCH
Amir Coffey,LAC,26.0,200.66,95.25432,Minnesota,USA,,,,50,3.4,1.1,1.1,-8.9,0.026,0.055,0.128,0.498,0.119,2022-23,2022,Modern (19+),False,2.7887999999999997,4.9399999999999995,25.0,5068966.69868722,BENCH
Furkan Korkmaz,PHI,25.0,200.66,91.625584,,Turkey,2016.0,1.0,26.0,37,3.8,1.1,0.6,1.4,0.017,0.099,0.176,0.552,0.091,2022-23,2022,Modern (19+),True,3.0360000000000005,4.99,25.0,5044041.110419481,BENCH
Markieff Morris,DAL,33.0,205.74,111.13004,Kansas,USA,2011.0,1.0,13.0,35,3.8,2.0,0.9,1.7,0.037,0.15,0.159,0.5529999999999999,0.114,2022-23,2022,Modern (19+),False,3.7051,5.829999999999999,25.0,5021801.124169206,BENCH
Nathan Knight,MIN,25.0,203.2,114.758776,William & Mary,USA,,,,38,3.7,1.5,0.3,-2.3,0.072,0.118,0.177,0.655,0.065,2022-23,2022,Modern (19+),False,3.6025,4.96,25.0,5013716.2139640525,BENCH
Kai Jones,CHA,22.0,210.82,100.243832,Texas,Bahamas,2021.0,1.0,19.0,46,3.4,2.7,0.3,-3.1,0.065,0.146,0.121,0.597,0.0409999999999999,2022-23,2022,Modern (19+),True,3.8207999999999993,5.5,25.0,5005412.119347002,BENCH
David Duke Jr.,BKN,23.0,193.04,92.532768,Providence,USA,,,,23,3.7,1.3,0.9,-6.3,0.049,0.078,0.187,0.497,0.145,2022-23,2022,Modern (19+),False,2.9323,5.24,25.0,4988289.956786783,BENCH
Jared Rhoden,DET,23.0,198.12,95.25432,Seton Hall,USA,,,,14,3.2,2.6,0.3,4.3,0.055,0.135,0.106,0.482,0.0279999999999999,2022-23,2022,Modern (19+),False,2.9402000000000004,5.2299999999999995,25.0,4978770.3194646705,BENCH
George Hill,IND,37.0,193.04,85.275296,Indiana-Purdue Indianapolis,USA,2008.0,1.0,26.0,46,5.0,1.8,2.4,1.9,0.017,0.077,0.11,0.61,0.178,2022-23,2022,Modern (19+),False,5.611999999999999,7.9399999999999995,25.0,4966348.858059506,BENCH
Raul Neto,CLE,31.0,187.96,81.64656,,Brazil,2013.0,2.0,47.0,48,3.3,1.0,1.6,1.4,0.022,0.071,0.133,0.628,0.226,2022-23,2022,Modern (19+),True,3.7052,5.12,25.0,4874054.308921436,BENCH
Anthony Gill,WAS,30.0,203.2,104.32616,Virginia,USA,,,,59,3.3,1.7,0.6,-0.8,0.0579999999999999,0.1,0.1159999999999999,0.604,0.074,2022-23,2022,Modern (19+),False,3.3823999999999996,4.91,25.0,4840633.499419287,BENCH
Justin Holiday,DAL,34.0,198.12,81.64656,Washington,USA,,,,46,4.5,1.2,0.9,-9.1,0.0069999999999999,0.067,0.132,0.494,0.08,2022-23,2022,Modern (19+),False,3.2604,5.97,25.0,4818769.408719701,BENCH
Darius Days,HOU,23.0,200.66,111.13004,Louisiana State,USA,,,,4,3.8,1.5,0.3,-0.2,0.034,0.2269999999999999,0.21,0.5820000000000001,0.067,2022-23,2022,Modern (19+),False,3.2592000000000003,5.06,25.0,4816936.484988763,BENCH
Jabari Walker,POR,20.0,200.66,90.7184,Colorado,USA,2022.0,2.0,57.0,56,3.9,2.3,0.6,-9.0,0.074,0.135,0.1639999999999999,0.496,0.08,2022-23,2022,Modern (19+),False,3.3727999999999994,5.93,25.0,4786482.846517224,BENCH
JaVale McGee,DAL,35.0,213.36,122.46984,Nevada,USA,2008.0,1.0,18.0,42,4.4,2.5,0.3,-7.3,0.086,0.1989999999999999,0.214,0.65,0.051,2022-23,2022,Modern (19+),False,4.680000000000001,6.36,25.0,4762629.99690707,BENCH
Trent Forrest,ATL,25.0,193.04,95.25432,Florida State,USA,,,,23,2.3,1.6,1.7,-10.1,0.018,0.1169999999999999,0.1159999999999999,0.424,0.186,2022-23,2022,Modern (19+),False,2.3743999999999996,4.609999999999999,25.0,4659925.755317396,BENCH
Danny Green,CLE,36.0,198.12,97.52228,North Carolina,USA,2009.0,2.0,46.0,11,5.5,1.3,0.5,-5.5,0.023,0.08,0.187,0.617,0.065,2022-23,2022,Modern (19+),False,4.5041,6.76,25.0,4649662.092697139,BENCH
Matt Ryan,MIN,26.0,198.12,97.52228,Tennessee-Chattanooga,USA,,,,34,3.6,0.8,0.5,2.2,0.013,0.067,0.157,0.5379999999999999,0.068,2022-23,2022,Modern (19+),False,2.6361999999999997,4.51,25.0,4627740.852445215,BENCH
Richaun Holmes,SAC,29.0,203.2,106.59412,Bowling Green,USA,2015.0,2.0,37.0,42,3.1,1.9,0.2,-9.3,0.0819999999999999,0.149,0.132,0.6679999999999999,0.04,2022-23,2022,Modern (19+),False,3.4736,4.569999999999999,25.0,4619492.560043492,BENCH
JT Thor,CHA,20.0,205.74,92.079176,Auburn,USA,2021.0,2.0,37.0,69,3.8,2.2,0.5,-7.5,0.035,0.115,0.13,0.506,0.054,2022-23,2022,Modern (19+),False,3.289,5.6899999999999995,25.0,4592763.473302362,BENCH
Frank Ntilikina,DAL,24.0,193.04,90.7184,,France,2017.0,1.0,8.0,47,2.9,1.3,1.2,5.1,0.011,0.086,0.125,0.461,0.127,2022-23,2022,Modern (19+),True,2.4894000000000003,4.6499999999999995,25.0,4584306.674602786,BENCH
Bryn Forbes,MIN,29.0,187.96,92.98636,Michigan State,USA,,,,25,3.6,0.6,0.7,-8.5,0.015,0.04,0.155,0.497,0.087,2022-23,2022,Modern (19+),False,2.4353000000000002,4.510000000000001,25.0,4558842.767132637,BENCH
Theo Pinson,DAL,27.0,200.66,96.161504,North Carolina,USA,,,,40,2.4,1.6,1.2,-7.6,0.0289999999999999,0.163,0.136,0.512,0.196,2022-23,2022,Modern (19+),False,2.6624000000000003,4.359999999999999,25.0,4496249.999999999,BENCH
Caleb Houstan,ORL,20.0,203.2,92.98636,Michigan,Canada,2022.0,2.0,32.0,51,3.8,1.9,0.6,-5.3,0.0409999999999999,0.083,0.107,0.508,0.051,2022-23,2022,Modern (19+),True,3.2003999999999997,5.55,25.0,4479760.505593692,BENCH
Nerlens Noel,BKN,29.0,208.28,99.79024,Kentucky,USA,2013.0,1.0,6.0,17,2.1,2.7,0.6,-16.8,0.047,0.1889999999999999,0.113,0.424,0.074,2022-23,2022,Modern (19+),False,2.2896,4.41,25.0,4457759.778947878,BENCH
Miles McBride,NYK,22.0,187.96,88.45044,West Virginia,USA,2021.0,2.0,36.0,64,3.5,0.8,1.1,3.6,0.016,0.047,0.141,0.475,0.13,2022-23,2022,Modern (19+),False,2.565,4.83,25.0,4395661.915717458,BENCH
Jamaree Bouyea,WAS,24.0,187.96,81.64656,San Francisco,USA,,,,5,3.0,1.2,0.8,-13.2,0.016,0.086,0.12,0.504,0.091,2022-23,2022,Modern (19+),False,2.52,4.3999999999999995,25.0,4337838.57381769,BENCH
A.J. Lawson,DAL,22.0,198.12,81.19296800000001,South Carolina,Canada,,,,15,3.7,1.4,0.1,-20.1,0.046,0.152,0.1889999999999999,0.589,0.032,2022-23,2022,Modern (19+),True,3.0627999999999993,4.75,25.0,4322855.92125423,BENCH
